Date,Outdoor Temperature (Â°C),Absolute Pressure (hPa)
2025-08-30T07:55:00-04:00,7.3,680.4
2025-08-30T07:50:00-04:00,8.2,680.3
2025-08-30T07:45:00-04:00,7.1,680.1
2025-08-30T07:40:00-04:00,6.7,680.2
2025-08-30T07:35:00-04:00,7.1,680.3
2025-08-30T07:30:00-04:00,5.9,680.4
2025-08-30T07:25:00-04:00,4.8,680.2
2025-08-30T07:20:00-04:00,4.3,680.1
2025-08-30T07:15:00-04:00,4.1,680.3
2025-08-30T07:10:00-04:00,4.3,680.3
2025-08-30T07:05:00-04:00,4.2,680.3
2025-08-30T07:00:00-04:00,4.2,680.3
2025-08-30T06:55:00-04:00,4.2,680.2
2025-08-30T06:50:00-04:00,4.2,680.2
2025-08-30T06:45:00-04:00,4.3,680.3
2025-08-30T06:40:00-04:00,4.3,680.3
2025-08-30T06:35:00-04:00,4.5,680.3
2025-08-30T06:30:00-04:00,4.6,680.4
2025-08-30T06:25:00-04:00,4.5,680.3
2025-08-30T06:20:00-04:00,4.5,680.2
2025-08-30T06:15:00-04:00,4.6,680.3
2025-08-30T06:10:00-04:00,4.6,680.3
2025-08-30T06:05:00-04:00,4.5,680.4
2025-08-30T06:00:00-04:00,4.3,680.2
2025-08-30T05:55:00-04:00,4.1,680.4
2025-08-30T05:50:00-04:00,4.1,680.4
2025-08-30T05:45:00-04:00,4.1,680.2
2025-08-30T05:40:00-04:00,4.2,680.0
2025-08-30T05:35:00-04:00,4.1,680.0
2025-08-30T05:30:00-04:00,4.0,680.0
2025-08-30T05:25:00-04:00,4.1,680.0
2025-08-30T05:20:00-04:00,4.2,679.8
2025-08-30T05:15:00-04:00,4.2,680.0
2025-08-30T05:10:00-04:00,4.4,680.0
2025-08-30T05:05:00-04:00,4.3,679.8
2025-08-30T05:00:00-04:00,4.3,680.0
2025-08-30T04:55:00-04:00,4.3,680.1
2025-08-30T04:50:00-04:00,4.3,679.8
2025-08-30T04:45:00-04:00,4.2,680.0
2025-08-30T04:40:00-04:00,4.3,680.1
2025-08-30T04:35:00-04:00,4.4,679.9
2025-08-30T04:30:00-04:00,4.5,679.9
2025-08-30T04:25:00-04:00,4.5,679.9
2025-08-30T04:20:00-04:00,4.6,679.8
2025-08-30T04:15:00-04:00,4.9,680.0
2025-08-30T04:10:00-04:00,4.9,680.0
2025-08-30T04:05:00-04:00,5.0,679.8
2025-08-30T04:00:00-04:00,5.1,679.7
2025-08-30T03:55:00-04:00,4.9,679.7
2025-08-30T03:50:00-04:00,4.5,679.8
2025-08-30T03:45:00-04:00,4.6,679.8
2025-08-30T03:40:00-04:00,4.7,680.0
2025-08-30T03:35:00-04:00,4.8,680.1
2025-08-30T03:30:00-04:00,4.6,680.2
2025-08-30T03:25:00-04:00,4.9,680.1
2025-08-30T03:20:00-04:00,5.1,680.3
2025-08-30T03:15:00-04:00,5.0,680.3
2025-08-30T03:10:00-04:00,5.0,680.3
2025-08-30T03:05:00-04:00,5.1,680.3
2025-08-30T03:00:00-04:00,5.1,680.7
2025-08-30T02:55:00-04:00,5.5,680.4
2025-08-30T02:50:00-04:00,5.2,680.6
2025-08-30T02:45:00-04:00,5.3,680.6
2025-08-30T02:40:00-04:00,5.2,680.8
2025-08-30T02:35:00-04:00,5.1,680.7
2025-08-30T02:30:00-04:00,5.3,680.7
2025-08-30T02:25:00-04:00,5.4,680.8
2025-08-30T02:20:00-04:00,5.0,680.9
2025-08-30T02:15:00-04:00,5.1,680.7
2025-08-30T02:10:00-04:00,5.0,680.4
2025-08-30T02:05:00-04:00,5.0,680.5
2025-08-30T02:00:00-04:00,5.1,680.7
2025-08-30T01:55:00-04:00,4.8,681.1
2025-08-30T01:50:00-04:00,4.8,681.1
2025-08-30T01:45:00-04:00,5.0,681.0
2025-08-30T01:40:00-04:00,5.0,681.0
2025-08-30T01:35:00-04:00,5.1,681.0
2025-08-30T01:30:00-04:00,5.4,680.9
2025-08-30T01:25:00-04:00,5.4,681.0
2025-08-30T01:20:00-04:00,5.7,681.1
2025-08-30T01:15:00-04:00,5.9,681.0
2025-08-30T01:10:00-04:00,5.8,681.0
2025-08-30T01:05:00-04:00,5.9,680.9
2025-08-30T01:00:00-04:00,5.7,681.1
2025-08-30T00:55:00-04:00,5.6,680.9
2025-08-30T00:50:00-04:00,5.5,681.0
2025-08-30T00:45:00-04:00,5.4,681.0
2025-08-30T00:40:00-04:00,5.3,681.1
2025-08-30T00:35:00-04:00,5.1,680.9
2025-08-30T00:30:00-04:00,5.0,681.0
2025-08-30T00:25:00-04:00,4.9,680.9
2025-08-30T00:20:00-04:00,5.1,680.7
2025-08-30T00:15:00-04:00,5.3,681.0
2025-08-30T00:10:00-04:00,5.3,680.8
2025-08-30T00:05:00-04:00,5.6,680.8
2025-08-30T00:00:00-04:00,5.5,681.0
2025-08-29T23:55:00-04:00,5.4,681.0
2025-08-29T23:50:00-04:00,5.7,680.8
2025-08-29T23:45:00-04:00,5.9,681.2
2025-08-29T23:40:00-04:00,6.0,681.0
2025-08-29T23:35:00-04:00,6.5,680.8
2025-08-29T23:30:00-04:00,7.2,680.8
2025-08-29T23:25:00-04:00,8.0,680.6
2025-08-29T23:20:00-04:00,9.1,680.5
2025-08-29T23:15:00-04:00,9.7,679.9
2025-08-29T23:10:00-04:00,9.8,680.0
2025-08-29T23:05:00-04:00,9.7,679.9
2025-08-29T23:00:00-04:00,9.7,679.7
2025-08-29T22:55:00-04:00,9.7,679.6
2025-08-29T22:50:00-04:00,9.9,679.8
2025-08-29T22:45:00-04:00,9.8,679.7
2025-08-29T22:40:00-04:00,9.8,679.5
2025-08-29T22:35:00-04:00,9.9,679.6
2025-08-29T22:30:00-04:00,9.9,679.5
2025-08-29T22:25:00-04:00,9.9,679.4
2025-08-29T22:20:00-04:00,10.0,679.3
2025-08-29T22:15:00-04:00,9.9,679.3
2025-08-29T22:10:00-04:00,9.7,679.2
2025-08-29T22:05:00-04:00,9.7,679.5
2025-08-29T22:00:00-04:00,9.7,679.2
2025-08-29T21:55:00-04:00,9.7,679.1
2025-08-29T21:50:00-04:00,9.7,679.2
2025-08-29T21:45:00-04:00,9.8,679.1
2025-08-29T21:40:00-04:00,9.7,678.9
2025-08-29T21:35:00-04:00,9.7,678.9
2025-08-29T21:30:00-04:00,9.7,678.7
2025-08-29T21:25:00-04:00,9.8,678.7
2025-08-29T21:20:00-04:00,9.9,678.8
2025-08-29T21:15:00-04:00,9.9,678.4
2025-08-29T21:10:00-04:00,10.1,678.5
2025-08-29T21:05:00-04:00,10.0,678.2
2025-08-29T21:00:00-04:00,10.0,678.2
2025-08-29T20:55:00-04:00,10.0,678.1
2025-08-29T20:50:00-04:00,10.0,678.0
2025-08-29T20:45:00-04:00,10.1,678.1
2025-08-29T20:40:00-04:00,10.2,677.9
2025-08-29T20:35:00-04:00,10.3,677.7
2025-08-29T20:30:00-04:00,10.4,677.7
2025-08-29T20:25:00-04:00,10.2,677.6
2025-08-29T20:20:00-04:00,10.3,677.6
2025-08-29T20:15:00-04:00,10.3,677.5
2025-08-29T20:10:00-04:00,10.1,677.5
2025-08-29T20:05:00-04:00,10.5,677.5
2025-08-29T20:00:00-04:00,10.6,677.3
2025-08-29T19:55:00-04:00,10.9,677.3
2025-08-29T19:50:00-04:00,11.0,677.3
2025-08-29T19:45:00-04:00,11.2,677.1
2025-08-29T19:40:00-04:00,11.5,677.1
2025-08-29T19:35:00-04:00,11.7,676.9
2025-08-29T19:30:00-04:00,11.8,676.9
2025-08-29T19:25:00-04:00,11.9,676.9
2025-08-29T19:20:00-04:00,12.1,676.6
2025-08-29T19:15:00-04:00,12.3,676.7
2025-08-29T19:10:00-04:00,12.4,676.7
2025-08-29T19:05:00-04:00,12.5,676.6
2025-08-29T19:00:00-04:00,12.6,676.6
2025-08-29T18:55:00-04:00,12.8,676.4
2025-08-29T18:50:00-04:00,13.2,676.4
2025-08-29T18:45:00-04:00,13.7,676.3
2025-08-29T18:40:00-04:00,14.0,676.2
2025-08-29T18:35:00-04:00,14.3,676.2
2025-08-29T18:30:00-04:00,14.5,676.2
2025-08-29T18:25:00-04:00,14.6,676.1
2025-08-29T18:20:00-04:00,14.5,676.1
2025-08-29T18:15:00-04:00,14.5,676.1
2025-08-29T18:10:00-04:00,14.8,676.2
2025-08-29T18:05:00-04:00,15.3,676.0
2025-08-29T18:00:00-04:00,15.2,676.1
2025-08-29T17:55:00-04:00,15.2,676.1
2025-08-29T17:50:00-04:00,15.3,676.0
2025-08-29T17:45:00-04:00,15.4,676.1
2025-08-29T17:40:00-04:00,15.3,676.1
2025-08-29T17:35:00-04:00,15.3,675.9
2025-08-29T17:30:00-04:00,16.1,675.7
2025-08-29T17:25:00-04:00,16.0,675.9
2025-08-29T17:20:00-04:00,16.1,675.7
2025-08-29T17:15:00-04:00,16.3,675.6
2025-08-29T17:10:00-04:00,16.4,675.6
2025-08-29T17:05:00-04:00,16.4,675.5
2025-08-29T17:00:00-04:00,16.3,675.6
2025-08-29T16:55:00-04:00,16.6,675.6
2025-08-29T16:50:00-04:00,16.9,675.6
2025-08-29T16:45:00-04:00,17.0,675.5
2025-08-29T16:40:00-04:00,18.0,675.8
2025-08-29T16:35:00-04:00,18.9,675.7
2025-08-29T16:30:00-04:00,18.5,675.7
2025-08-29T16:25:00-04:00,19.0,675.5
2025-08-29T16:20:00-04:00,18.9,675.7
2025-08-29T16:15:00-04:00,18.9,675.7
2025-08-29T16:10:00-04:00,17.8,675.8
2025-08-29T16:05:00-04:00,18.1,675.8
2025-08-29T16:00:00-04:00,18.7,675.8
2025-08-29T15:55:00-04:00,18.0,675.9
2025-08-29T15:50:00-04:00,18.5,675.7
2025-08-29T15:45:00-04:00,18.3,675.9
2025-08-29T15:40:00-04:00,18.3,676.0
2025-08-29T15:35:00-04:00,18.1,676.0
2025-08-29T15:30:00-04:00,18.1,676.0
2025-08-29T15:25:00-04:00,18.9,676.2
2025-08-29T15:20:00-04:00,18.8,676.1
2025-08-29T15:15:00-04:00,17.5,676.3
2025-08-29T15:10:00-04:00,18.0,676.2
2025-08-29T15:05:00-04:00,17.5,676.3
2025-08-29T15:00:00-04:00,17.0,676.4
2025-08-29T14:55:00-04:00,17.4,676.5
2025-08-29T14:50:00-04:00,17.6,676.3
2025-08-29T14:45:00-04:00,17.4,676.7
2025-08-29T14:40:00-04:00,17.6,676.5
2025-08-29T14:35:00-04:00,18.2,676.7
2025-08-29T14:30:00-04:00,17.9,676.8
2025-08-29T14:25:00-04:00,17.3,676.8
2025-08-29T14:20:00-04:00,17.4,676.7
2025-08-29T14:15:00-04:00,17.3,676.9
2025-08-29T14:10:00-04:00,17.7,677.0
2025-08-29T14:05:00-04:00,18.1,676.9
2025-08-29T14:00:00-04:00,17.9,677.3
2025-08-29T13:55:00-04:00,16.8,677.3
2025-08-29T13:50:00-04:00,16.9,677.3
2025-08-29T13:45:00-04:00,16.4,677.4
2025-08-29T13:40:00-04:00,16.0,677.4
2025-08-29T13:35:00-04:00,16.0,677.6
2025-08-29T13:30:00-04:00,16.2,677.6
2025-08-29T13:25:00-04:00,16.9,677.8
2025-08-29T13:20:00-04:00,16.7,677.6
2025-08-29T13:15:00-04:00,15.6,677.7
2025-08-29T13:10:00-04:00,15.6,678.0
2025-08-29T13:05:00-04:00,15.8,677.8
2025-08-29T13:00:00-04:00,16.5,677.9
2025-08-29T12:55:00-04:00,17.2,678.0
2025-08-29T12:50:00-04:00,16.4,678.1
2025-08-29T12:45:00-04:00,16.3,678.2
2025-08-29T12:40:00-04:00,16.4,678.5
2025-08-29T12:35:00-04:00,16.4,678.4
2025-08-29T12:30:00-04:00,16.6,678.5
2025-08-29T12:25:00-04:00,16.5,678.5
2025-08-29T12:20:00-04:00,16.0,678.7
2025-08-29T12:15:00-04:00,15.8,678.7
2025-08-29T12:10:00-04:00,15.4,679.0
2025-08-29T12:05:00-04:00,15.9,678.8
2025-08-29T12:00:00-04:00,15.5,679.2
2025-08-29T11:55:00-04:00,14.6,679.1
2025-08-29T11:50:00-04:00,13.8,679.4
2025-08-29T11:45:00-04:00,13.4,679.5
2025-08-29T11:40:00-04:00,13.6,679.5
2025-08-29T11:35:00-04:00,13.5,679.7
2025-08-29T11:30:00-04:00,13.3,679.6
2025-08-29T11:25:00-04:00,12.6,680.0
2025-08-29T11:20:00-04:00,12.9,680.0
2025-08-29T11:15:00-04:00,13.7,680.2
2025-08-29T11:10:00-04:00,12.6,680.2
2025-08-29T11:05:00-04:00,12.9,680.3
2025-08-29T11:00:00-04:00,12.1,680.3
2025-08-29T10:55:00-04:00,12.4,680.5
2025-08-29T10:50:00-04:00,12.6,680.4
2025-08-29T10:45:00-04:00,12.2,680.7
2025-08-29T10:40:00-04:00,11.8,680.4
2025-08-29T10:35:00-04:00,11.7,680.6
2025-08-29T10:30:00-04:00,11.5,680.7
2025-08-29T10:25:00-04:00,11.3,680.7
2025-08-29T10:20:00-04:00,10.4,680.9
2025-08-29T10:15:00-04:00,11.0,680.9
2025-08-29T10:10:00-04:00,10.6,680.8
2025-08-29T10:05:00-04:00,10.7,681.0
2025-08-29T10:00:00-04:00,10.2,681.0
2025-08-29T09:55:00-04:00,10.7,681.1
2025-08-29T09:50:00-04:00,9.7,681.0
2025-08-29T09:45:00-04:00,9.9,681.0
2025-08-29T09:40:00-04:00,9.8,681.0
2025-08-29T09:35:00-04:00,9.5,681.1
2025-08-29T09:30:00-04:00,9.7,681.1
2025-08-29T09:25:00-04:00,10.2,681.0
2025-08-29T09:20:00-04:00,9.1,681.2
2025-08-29T09:15:00-04:00,9.1,681.2
2025-08-29T09:10:00-04:00,9.5,681.2
2025-08-29T09:05:00-04:00,8.8,681.2
2025-08-29T09:00:00-04:00,8.6,681.1
2025-08-29T08:55:00-04:00,8.2,681.1
2025-08-29T08:50:00-04:00,8.9,681.0
2025-08-29T08:45:00-04:00,8.7,681.1
2025-08-29T08:40:00-04:00,7.3,681.1
2025-08-29T08:35:00-04:00,8.0,681.2
2025-08-29T08:30:00-04:00,9.1,681.1
2025-08-29T08:25:00-04:00,9.0,681.0
2025-08-29T08:20:00-04:00,8.8,681.0
2025-08-29T08:15:00-04:00,8.5,681.0
2025-08-29T08:10:00-04:00,8.2,681.0
2025-08-29T08:05:00-04:00,8.3,680.9
2025-08-29T08:00:00-04:00,9.6,680.9
2025-08-29T07:55:00-04:00,9.5,680.9
2025-08-29T07:50:00-04:00,8.8,681.0
2025-08-29T07:45:00-04:00,7.4,680.9
2025-08-29T07:40:00-04:00,7.6,680.8
2025-08-29T07:35:00-04:00,6.6,680.8
2025-08-29T07:30:00-04:00,5.1,680.9
2025-08-29T07:25:00-04:00,4.2,680.6
2025-08-29T07:20:00-04:00,3.7,680.6
2025-08-29T07:15:00-04:00,3.8,680.6
2025-08-29T07:10:00-04:00,3.7,680.7
2025-08-29T07:05:00-04:00,3.5,680.6
2025-08-29T07:00:00-04:00,3.6,680.6
2025-08-29T06:55:00-04:00,3.6,680.5
2025-08-29T06:50:00-04:00,3.4,680.7
2025-08-29T06:45:00-04:00,3.5,680.4
2025-08-29T06:40:00-04:00,3.5,680.2
2025-08-29T06:35:00-04:00,3.5,680.3
2025-08-29T06:30:00-04:00,3.6,680.2
2025-08-29T06:25:00-04:00,3.4,680.2
2025-08-29T06:20:00-04:00,3.6,680.1
2025-08-29T06:15:00-04:00,3.5,680.2
2025-08-29T06:10:00-04:00,3.5,680.2
2025-08-29T06:05:00-04:00,3.6,680.0
2025-08-29T06:00:00-04:00,3.7,680.1
2025-08-29T05:55:00-04:00,3.6,680.1
2025-08-29T05:50:00-04:00,3.9,680.0
2025-08-29T05:45:00-04:00,3.9,680.0
2025-08-29T05:40:00-04:00,3.9,679.9
2025-08-29T05:35:00-04:00,3.9,679.8
2025-08-29T05:30:00-04:00,3.9,679.8
2025-08-29T05:25:00-04:00,3.9,679.8
2025-08-29T05:20:00-04:00,3.9,679.8
2025-08-29T05:15:00-04:00,3.9,679.8
2025-08-29T05:10:00-04:00,3.9,679.8
2025-08-29T05:05:00-04:00,4.0,679.8
2025-08-29T05:00:00-04:00,4.1,679.8
2025-08-29T04:55:00-04:00,4.4,679.7
2025-08-29T04:50:00-04:00,4.6,679.6
2025-08-29T04:45:00-04:00,4.7,679.7
2025-08-29T04:40:00-04:00,4.6,679.6
2025-08-29T04:35:00-04:00,4.6,679.8
2025-08-29T04:30:00-04:00,4.5,679.9
2025-08-29T04:25:00-04:00,4.5,679.7
2025-08-29T04:20:00-04:00,4.5,679.8
2025-08-29T04:15:00-04:00,4.3,679.9
2025-08-29T04:10:00-04:00,4.4,679.9
2025-08-29T04:05:00-04:00,4.2,680.1
2025-08-29T04:00:00-04:00,4.2,680.0
2025-08-29T03:55:00-04:00,4.6,680.1
2025-08-29T03:50:00-04:00,4.7,679.9
2025-08-29T03:45:00-04:00,4.6,680.1
2025-08-29T03:40:00-04:00,4.4,680.0
2025-08-29T03:35:00-04:00,4.5,679.9
2025-08-29T03:30:00-04:00,4.7,680.2
2025-08-29T03:25:00-04:00,4.8,680.1
2025-08-29T03:20:00-04:00,5.0,680.2
2025-08-29T03:15:00-04:00,5.1,680.3
2025-08-29T03:10:00-04:00,5.2,680.1
2025-08-29T03:05:00-04:00,5.4,680.3
2025-08-29T03:00:00-04:00,5.3,680.4
2025-08-29T02:55:00-04:00,5.1,680.4
2025-08-29T02:50:00-04:00,5.2,680.6
2025-08-29T02:45:00-04:00,5.4,680.4
2025-08-29T02:40:00-04:00,5.3,680.3
2025-08-29T02:35:00-04:00,5.0,680.5
2025-08-29T02:30:00-04:00,4.9,680.6
2025-08-29T02:25:00-04:00,5.2,680.7
2025-08-29T02:20:00-04:00,5.3,680.5
2025-08-29T02:15:00-04:00,5.6,680.6
2025-08-29T02:10:00-04:00,5.5,680.8
2025-08-29T02:05:00-04:00,5.6,680.7
2025-08-29T02:00:00-04:00,5.6,680.8
2025-08-29T01:55:00-04:00,5.6,680.9
2025-08-29T01:50:00-04:00,5.7,680.9
2025-08-29T01:45:00-04:00,5.7,680.9
2025-08-29T01:40:00-04:00,5.6,681.1
2025-08-29T01:35:00-04:00,5.7,681.2
2025-08-29T01:30:00-04:00,5.6,681.0
2025-08-29T01:25:00-04:00,5.6,681.0
2025-08-29T01:20:00-04:00,5.8,680.9
2025-08-29T01:15:00-04:00,5.9,680.9
2025-08-29T01:10:00-04:00,5.8,681.0
2025-08-29T01:05:00-04:00,6.0,680.9
2025-08-29T01:00:00-04:00,6.0,681.0
2025-08-29T00:55:00-04:00,6.0,681.0
2025-08-29T00:50:00-04:00,6.0,680.9
2025-08-29T00:45:00-04:00,6.0,680.8
2025-08-29T00:40:00-04:00,6.1,680.9
2025-08-29T00:35:00-04:00,6.2,680.9
2025-08-29T00:30:00-04:00,6.1,681.0
2025-08-29T00:25:00-04:00,6.0,680.7
2025-08-29T00:20:00-04:00,6.2,680.8
2025-08-29T00:15:00-04:00,6.4,681.0
2025-08-29T00:10:00-04:00,6.4,681.0
2025-08-29T00:05:00-04:00,6.5,680.9
2025-08-29T00:00:00-04:00,6.5,681.0
